Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,cluster
Female,Loyal Customer,35,Business travel,Eco,190,5,4,4,4,5,5,5,5,4,4,5,2,2,5,63,55.0,1
Male,Loyal Customer,41,Business travel,Business,544,1,1,1,1,4,5,5,5,5,4,5,5,5,4,0,2.0,1
Male,Loyal Customer,42,Personal Travel,Eco,534,2,5,2,2,4,2,4,4,5,3,5,5,5,4,1,5.0,1
Female,Loyal Customer,51,Business travel,Business,3591,4,4,4,4,3,1,4,4,4,4,4,1,4,4,0,0.0,1
Male,disloyal Customer,35,Business travel,Eco,1197,3,3,3,1,1,3,1,1,4,4,5,2,1,1,0,0.0,0
Female,Loyal Customer,54,Personal Travel,Eco,328,3,5,3,4,2,5,5,5,5,3,5,5,5,4,0,0.0,1
Female,Loyal Customer,59,Business travel,Business,587,5,5,5,5,5,5,5,3,2,4,4,5,3,5,144,128.0,1
Female,Loyal Customer,63,Personal Travel,Eco,1199,1,4,1,4,4,3,3,4,4,1,4,2,4,3,0,2.0,0
Female,disloyal Customer,38,Business travel,Eco Plus,1126,2,1,1,4,2,1,2,2,2,3,4,3,3,2,20,13.0,0
Male,disloyal Customer,22,Business travel,Eco,1319,3,3,3,4,3,3,3,3,3,3,5,3,4,3,4,0.0,0
Male,Loyal Customer,46,Business travel,Business,2751,4,4,1,4,4,4,5,5,5,5,5,3,5,4,0,0.0,1
Female,Loyal Customer,44,Business travel,Business,366,4,4,4,4,4,5,4,4,4,4,4,5,4,4,0,0.0,1
Female,Loyal Customer,36,Personal Travel,Eco,948,4,3,4,3,4,4,4,4,3,4,4,1,3,4,0,0.0,1
Male,Loyal Customer,51,Business travel,Business,1973,1,1,1,1,4,4,5,2,2,2,2,5,2,4,43,40.0,0
Female,Loyal Customer,40,Business travel,Business,2306,2,2,2,2,5,4,5,4,4,4,4,5,4,4,0,0.0,1
Male,Loyal Customer,26,Personal Travel,Eco Plus,399,2,4,0,4,3,0,3,3,1,4,3,3,4,3,8,36.0,0
Female,disloyal Customer,22,Business travel,Eco,1200,3,3,3,1,3,3,3,3,3,4,5,3,5,3,0,0.0,1
Male,Loyal Customer,30,Personal Travel,Eco,861,1,4,1,2,4,1,1,4,5,3,4,4,5,4,0,14.0,0
Female,Loyal Customer,48,Business travel,Business,1598,4,4,4,4,5,4,4,4,4,4,4,3,4,4,0,0.0,1
Female,disloyal Customer,14,Business travel,Eco,966,1,1,1,4,2,1,3,2,4,4,4,3,4,2,0,6.0,0
Female,Loyal Customer,25,Business travel,Business,2198,2,3,3,3,2,2,2,2,3,4,4,3,3,2,67,66.0,0
Male,Loyal Customer,54,Business travel,Business,1974,5,5,5,5,5,5,4,5,5,5,5,4,5,4,0,0.0,1
Female,Loyal Customer,39,Personal Travel,Eco,480,2,3,2,2,5,2,1,5,1,5,3,1,3,5,0,0.0,0
Male,Loyal Customer,11,Personal Travel,Eco,229,1,5,1,4,2,1,2,2,5,2,4,5,4,2,0,0.0,0
Male,Loyal Customer,47,Business travel,Business,2981,5,5,5,5,4,4,5,5,5,5,5,5,5,3,17,12.0,1
Male,disloyal Customer,34,Business travel,Business,689,2,2,2,1,5,2,5,5,5,2,4,4,5,5,0,0.0,1
Male,Loyal Customer,54,Business travel,Business,533,1,1,1,1,2,5,5,3,3,4,3,4,3,5,0,0.0,1
Female,Loyal Customer,35,Personal Travel,Eco Plus,645,1,5,1,2,5,1,5,5,5,2,5,2,3,5,0,0.0,1
Female,Loyal Customer,47,Personal Travel,Eco,304,4,5,4,3,5,4,5,2,2,4,2,3,2,3,0,0.0,0
Female,Loyal Customer,43,Business travel,Business,2504,3,3,3,3,2,5,4,5,5,5,5,5,5,5,4,0.0,1
Male,Loyal Customer,41,Business travel,Business,2790,3,3,3,3,3,4,4,4,4,4,4,5,4,3,0,0.0,1
Male,Loyal Customer,22,Business travel,Business,3858,4,4,4,4,2,3,2,2,3,2,5,4,4,2,0,0.0,0
Female,Loyal Customer,65,Business travel,Business,2614,2,2,2,2,5,1,4,5,5,5,5,4,5,2,27,17.0,1
Female,Loyal Customer,60,Personal Travel,Eco,646,2,3,2,3,3,3,3,2,2,2,2,4,2,3,0,6.0,0
Female,Loyal Customer,43,Business travel,Business,868,1,1,1,1,5,5,5,3,3,4,3,5,3,3,0,1.0,1
Male,disloyal Customer,26,Business travel,Eco,374,3,2,3,3,5,3,5,5,4,4,3,4,3,5,0,30.0,1
Male,Loyal Customer,9,Personal Travel,Business,569,0,4,0,3,1,0,1,1,1,5,3,4,4,1,0,0.0,0
Female,Loyal Customer,53,Business travel,Business,1189,3,3,5,3,3,4,5,5,5,5,5,3,5,4,0,7.0,1
Female,Loyal Customer,62,Personal Travel,Eco,577,3,5,3,3,3,4,4,2,2,3,4,3,2,3,9,13.0,0
Female,Loyal Customer,56,Business travel,Eco,147,4,2,2,2,5,1,3,4,4,4,4,3,4,3,0,0.0,1
Male,disloyal Customer,27,Business travel,Business,89,2,2,2,4,1,2,1,1,5,3,5,3,5,1,0,0.0,0
Male,disloyal Customer,44,Business travel,Business,1400,4,4,4,1,2,4,2,2,5,4,5,5,4,2,0,0.0,1
Female,Loyal Customer,25,Personal Travel,Eco,349,2,2,2,3,5,2,5,5,4,4,4,3,3,5,31,27.0,1
Female,disloyal Customer,25,Business travel,Business,661,3,4,3,4,5,3,3,5,3,4,4,3,4,5,16,14.0,1
Male,Loyal Customer,53,Business travel,Business,1197,5,5,5,5,4,4,4,4,4,4,4,5,4,4,22,21.0,1
Male,Loyal Customer,50,Business travel,Business,3757,4,4,4,4,2,4,4,4,4,4,4,3,4,5,0,0.0,1
Male,Loyal Customer,69,Personal Travel,Eco,1411,3,2,3,4,3,3,1,3,1,3,4,1,4,3,0,0.0,0
Female,Loyal Customer,24,Business travel,Eco,374,2,4,4,4,2,2,1,2,4,5,3,1,4,2,0,2.0,0
Male,disloyal Customer,24,Business travel,Eco,1310,4,5,5,1,4,4,2,4,3,3,5,3,5,4,0,0.0,1
Male,Loyal Customer,72,Business travel,Eco Plus,1204,2,4,4,4,2,2,2,2,2,1,3,1,3,2,55,34.0,0
Female,Loyal Customer,23,Personal Travel,Eco,946,0,4,0,3,2,0,2,2,4,1,3,5,3,2,0,0.0,0
Female,Loyal Customer,32,Business travel,Business,427,3,5,5,5,3,3,3,3,3,3,2,2,2,3,0,0.0,0
Female,Loyal Customer,43,Business travel,Business,3135,0,1,1,3,5,5,4,1,1,1,1,5,1,4,0,6.0,0
Male,Loyal Customer,40,Business travel,Business,2582,1,4,4,4,1,2,2,1,1,1,1,2,1,1,0,2.0,0
Male,Loyal Customer,70,Personal Travel,Eco,692,2,4,2,3,4,2,4,4,5,5,4,3,4,4,31,34.0,1
Male,Loyal Customer,40,Business travel,Business,529,4,4,4,4,3,5,5,4,4,4,4,5,4,5,0,0.0,1
Female,Loyal Customer,29,Personal Travel,Eco,277,1,3,1,3,5,1,3,5,5,1,1,5,5,5,0,0.0,1
Female,Loyal Customer,44,Personal Travel,Eco,2446,2,4,1,4,2,4,4,2,2,1,1,4,2,4,6,0.0,0
Female,Loyal Customer,39,Business travel,Business,3706,0,0,0,4,5,4,4,1,1,1,1,3,1,5,0,0.0,0
Male,Loyal Customer,53,Business travel,Business,3636,2,2,2,2,3,5,5,5,5,4,5,4,5,3,44,43.0,1
Female,Loyal Customer,34,Personal Travel,Eco,577,1,5,1,3,3,1,3,3,3,2,5,3,4,3,46,61.0,0
Female,Loyal Customer,23,Personal Travel,Eco,158,4,5,4,1,1,4,1,1,4,2,4,5,5,1,0,0.0,0
Female,Loyal Customer,53,Personal Travel,Eco Plus,331,3,5,3,1,5,5,5,2,2,3,2,1,2,3,0,0.0,0
Female,Loyal Customer,49,Business travel,Business,3213,4,3,3,3,3,4,4,1,1,1,4,1,1,3,68,59.0,0
Male,Loyal Customer,27,Business travel,Business,3008,2,2,2,2,5,5,5,5,3,3,4,3,5,5,0,0.0,1
Female,Loyal Customer,68,Personal Travel,Business,1999,3,3,3,3,4,3,3,5,5,3,5,3,5,2,55,54.0,1
Male,Loyal Customer,29,Personal Travel,Eco,1312,4,5,4,4,2,4,5,2,5,2,5,5,5,2,0,0.0,1
Female,Loyal Customer,47,Business travel,Business,236,1,1,3,1,3,5,4,4,4,4,4,3,4,3,47,45.0,1
Male,Loyal Customer,30,Business travel,Business,337,5,5,5,5,4,4,4,4,5,1,5,1,5,4,0,0.0,1
Male,disloyal Customer,24,Personal Travel,Eco,460,4,5,4,4,2,4,2,2,4,4,5,3,4,2,39,39.0,0
Male,disloyal Customer,20,Business travel,Eco,429,5,4,5,2,1,5,1,1,2,1,3,5,3,1,0,0.0,0
Male,Loyal Customer,35,Business travel,Business,364,3,4,4,4,5,4,3,3,3,3,3,1,3,2,0,0.0,0
Male,Loyal Customer,48,Business travel,Eco,991,3,3,3,3,3,3,3,3,1,5,2,4,3,3,16,16.0,0
Female,Loyal Customer,68,Personal Travel,Business,500,2,1,2,4,2,4,3,2,2,2,2,2,2,1,0,0.0,0
Female,Loyal Customer,54,Business travel,Business,2176,3,3,3,3,3,5,4,4,4,4,4,4,4,3,13,4.0,1
Male,Loyal Customer,56,Personal Travel,Business,139,1,0,1,3,4,4,5,3,3,1,3,3,3,4,5,2.0,0
Male,Loyal Customer,59,Business travel,Eco,594,2,5,2,5,2,2,2,2,4,3,3,4,3,2,0,0.0,0
Male,disloyal Customer,35,Business travel,Business,406,2,2,2,3,4,2,4,4,4,5,4,4,5,4,0,0.0,1
Male,Loyal Customer,36,Personal Travel,Eco,604,2,3,2,3,3,2,3,3,4,3,3,1,4,3,38,26.0,0
Male,Loyal Customer,43,Personal Travel,Business,731,3,5,3,4,1,1,4,2,2,3,2,4,2,5,0,0.0,0
Female,disloyal Customer,39,Business travel,Business,406,2,2,2,3,3,2,3,3,4,5,5,4,5,3,0,4.0,1
Male,Loyal Customer,12,Personal Travel,Business,507,2,2,2,3,1,2,5,1,2,3,2,3,3,1,27,25.0,0
Female,Loyal Customer,53,Business travel,Business,2075,3,3,3,3,2,5,5,5,5,5,5,3,5,4,0,7.0,1
Male,Loyal Customer,38,Personal Travel,Eco,719,2,5,2,2,3,2,3,3,5,4,4,5,5,3,37,25.0,1
Male,Loyal Customer,38,Personal Travel,Eco,1728,2,5,2,1,5,2,5,5,4,2,3,3,5,5,14,9.0,1
Female,Loyal Customer,60,Personal Travel,Eco,667,4,5,4,3,5,4,5,4,4,4,4,5,4,3,64,51.0,1
Female,Loyal Customer,45,Business travel,Eco,391,4,3,3,3,4,1,4,4,4,4,4,4,4,5,1,0.0,1
Female,Loyal Customer,16,Personal Travel,Eco,746,2,3,1,3,3,1,3,3,3,3,4,3,3,3,1,4.0,0
Male,disloyal Customer,20,Business travel,Business,401,0,0,0,5,2,0,2,2,5,3,4,3,4,2,90,83.0,0
Male,Loyal Customer,53,Business travel,Business,2579,3,3,3,3,2,4,5,4,4,4,4,5,4,3,0,0.0,1
Female,Loyal Customer,48,Business travel,Eco,328,2,3,3,3,1,3,3,2,2,2,2,1,2,4,0,8.0,0
Male,Loyal Customer,54,Personal Travel,Eco,450,4,5,4,3,3,4,3,3,4,2,4,4,4,3,0,0.0,1
Male,Loyal Customer,61,Personal Travel,Eco,606,2,4,2,3,3,2,1,3,3,3,5,4,5,3,0,33.0,0
Male,Loyal Customer,12,Personal Travel,Eco,948,1,4,1,2,4,1,5,4,4,4,5,4,5,4,39,54.0,1
Female,Loyal Customer,43,Business travel,Eco,2342,1,4,4,4,3,2,4,1,1,1,1,2,1,1,2,13.0,0
Male,Loyal Customer,11,Personal Travel,Eco,2640,3,3,3,1,3,1,1,2,4,3,4,1,3,1,0,5.0,0
Male,Loyal Customer,24,Personal Travel,Eco,372,1,0,1,5,1,1,1,1,1,4,4,5,1,1,9,10.0,0
Female,Loyal Customer,42,Business travel,Business,89,0,4,0,1,4,4,5,3,3,3,3,5,3,1,0,0.0,0
Male,Loyal Customer,44,Business travel,Business,3712,2,2,3,2,4,5,4,5,5,5,5,5,5,4,10,8.0,1
Female,Loyal Customer,34,Business travel,Business,417,4,4,4,4,3,4,5,5,5,5,5,4,5,4,2,3.0,1
Female,Loyal Customer,48,Business travel,Business,1735,1,1,1,1,5,4,5,4,4,5,4,3,4,5,30,34.0,1
Male,Loyal Customer,43,Business travel,Eco Plus,611,1,3,3,3,1,1,1,1,2,1,2,3,3,1,5,0.0,0
Male,Loyal Customer,46,Business travel,Business,2521,4,4,4,4,4,4,4,4,2,4,5,4,3,4,0,0.0,1
Male,Loyal Customer,32,Business travel,Business,1190,1,1,1,1,1,1,1,1,2,3,4,3,4,1,0,0.0,0
Male,disloyal Customer,21,Business travel,Eco,780,4,4,4,3,4,4,4,4,1,2,3,4,4,4,37,16.0,1
Female,disloyal Customer,56,Business travel,Business,158,1,1,1,2,3,1,3,3,3,4,5,5,4,3,47,49.0,0
Male,Loyal Customer,59,Business travel,Business,2040,1,1,1,1,4,3,5,2,2,2,2,1,2,3,0,7.0,0
Male,Loyal Customer,28,Personal Travel,Eco,2276,2,5,2,3,1,2,2,1,4,5,4,4,4,1,0,0.0,0
Male,Loyal Customer,59,Personal Travel,Business,355,1,1,1,4,1,4,3,3,3,1,1,4,3,3,0,0.0,0
Female,Loyal Customer,51,Business travel,Business,3461,0,0,0,1,5,1,4,4,4,4,4,1,4,1,13,0.0,0
Female,Loyal Customer,69,Personal Travel,Eco,2227,3,4,3,3,1,3,4,2,2,3,2,3,2,1,21,0.0,0
Female,Loyal Customer,49,Business travel,Business,719,4,4,2,4,2,5,4,3,3,3,3,5,3,3,0,23.0,1
Female,Loyal Customer,43,Personal Travel,Eco,393,1,4,1,3,5,5,5,3,3,1,3,5,3,5,98,94.0,1
Female,Loyal Customer,54,Business travel,Business,1171,3,3,3,3,5,5,4,3,3,4,3,5,3,4,0,10.0,1
Male,Loyal Customer,30,Business travel,Business,3377,4,4,4,4,5,5,5,5,3,3,5,2,2,5,5,0.0,1
Female,Loyal Customer,15,Business travel,Business,647,2,4,4,4,2,2,2,2,3,2,4,1,3,2,17,27.0,0
Male,Loyal Customer,49,Business travel,Business,3249,4,4,4,4,3,4,4,5,5,5,5,5,5,5,9,1.0,1
Male,Loyal Customer,60,Business travel,Business,507,3,4,4,4,2,4,3,3,3,3,3,2,3,2,39,34.0,0
Female,Loyal Customer,54,Business travel,Business,3540,1,1,1,1,1,4,4,4,4,5,4,1,4,3,18,21.0,1
Female,disloyal Customer,25,Business travel,Business,624,2,5,2,4,5,2,5,5,5,5,4,5,5,5,0,0.0,1
Male,disloyal Customer,23,Business travel,Eco,181,4,0,4,2,4,4,4,4,3,2,5,3,5,4,0,0.0,1
Male,Loyal Customer,43,Business travel,Eco,377,3,2,2,2,4,3,4,4,3,1,4,1,3,4,84,79.0,0
Male,Loyal Customer,39,Business travel,Business,2249,1,1,1,1,1,2,2,1,1,1,1,2,1,2,26,30.0,0
Female,Loyal Customer,51,Business travel,Eco,666,2,2,2,2,2,4,4,2,2,2,2,4,2,2,24,16.0,0
Male,Loyal Customer,50,Personal Travel,Eco,409,3,4,3,1,1,3,1,1,4,5,4,4,4,1,48,32.0,0
Male,Loyal Customer,57,Personal Travel,Eco,109,3,5,3,4,4,3,4,4,1,3,5,2,1,4,0,1.0,0
Female,Loyal Customer,59,Business travel,Business,1797,3,3,3,3,5,4,5,5,5,4,5,4,5,4,8,0.0,1
Female,Loyal Customer,13,Personal Travel,Eco,689,1,5,1,1,4,1,2,4,5,4,5,3,5,4,0,0.0,1
Female,Loyal Customer,42,Personal Travel,Eco,357,4,5,4,5,3,5,4,2,2,4,2,5,2,3,1,0.0,0
Female,disloyal Customer,28,Business travel,Eco Plus,550,4,4,4,4,5,4,5,5,2,3,3,3,3,5,0,0.0,1
Female,Loyal Customer,54,Business travel,Business,2908,4,4,4,4,3,4,4,4,4,4,4,3,4,4,0,0.0,1
Female,Loyal Customer,43,Personal Travel,Eco Plus,200,5,0,0,1,4,4,4,2,2,0,2,3,2,5,2,1.0,0
Male,disloyal Customer,38,Business travel,Business,999,1,1,1,2,1,1,1,1,4,4,4,3,5,1,20,9.0,0
Male,Loyal Customer,60,Business travel,Eco,1069,3,5,5,5,3,3,3,3,2,1,4,4,3,3,21,6.0,0
Male,Loyal Customer,21,Personal Travel,Eco,110,2,4,2,1,3,2,3,3,3,2,1,3,4,3,22,10.0,0
Male,Loyal Customer,34,Personal Travel,Eco,489,2,0,2,4,1,2,1,1,5,3,5,5,4,1,0,0.0,0
Male,Loyal Customer,47,Business travel,Business,237,3,3,3,3,4,5,5,4,4,4,4,4,4,3,0,0.0,1
Female,Loyal Customer,60,Personal Travel,Eco,2367,1,4,1,1,5,5,4,2,2,1,2,5,2,5,5,0.0,0
Female,disloyal Customer,54,Business travel,Eco,783,2,2,2,3,4,2,4,4,1,3,3,3,4,4,116,102.0,0
Female,Loyal Customer,52,Business travel,Business,1881,1,1,4,1,4,5,5,4,4,4,4,5,4,5,0,0.0,1
Female,disloyal Customer,24,Business travel,Eco,1062,5,5,5,5,5,5,5,5,3,5,5,5,5,5,0,7.0,1
Female,Loyal Customer,15,Personal Travel,Eco,787,2,5,2,5,2,2,2,2,4,5,5,4,5,2,85,80.0,0
Male,Loyal Customer,46,Business travel,Business,2189,0,5,0,1,4,4,3,1,1,1,1,3,1,3,0,16.0,0
Male,Loyal Customer,46,Business travel,Business,3337,1,5,1,1,5,4,3,1,1,1,1,1,1,1,11,7.0,0
Male,Loyal Customer,25,Business travel,Business,2585,3,5,5,5,3,3,3,3,3,4,4,4,4,3,0,0.0,1
Female,Loyal Customer,27,Business travel,Business,3316,1,4,3,4,1,1,1,1,4,5,4,4,4,1,5,5.0,0
Female,Loyal Customer,45,Business travel,Business,406,4,4,4,4,5,4,5,3,3,4,3,4,3,3,11,6.0,1
Male,disloyal Customer,33,Business travel,Business,2777,1,1,1,1,4,1,4,4,3,5,5,5,5,4,0,0.0,1
Male,Loyal Customer,53,Business travel,Business,580,1,3,3,3,2,3,3,1,1,1,1,2,1,1,24,0.0,0
Female,disloyal Customer,61,Personal Travel,Eco,643,2,4,2,1,5,2,5,5,4,5,4,4,5,5,0,0.0,1
Female,disloyal Customer,20,Business travel,Business,1121,2,1,2,4,4,2,5,4,4,1,3,3,4,4,1,0.0,1
Male,disloyal Customer,27,Business travel,Business,907,4,3,3,3,5,3,5,5,5,4,5,5,4,5,2,0.0,1
Male,Loyal Customer,42,Personal Travel,Eco,361,3,5,3,2,2,3,4,2,4,3,4,4,5,2,13,30.0,0
Male,Loyal Customer,65,Personal Travel,Eco,491,3,4,3,4,4,3,4,4,4,3,4,4,3,4,0,0.0,1
Female,Loyal Customer,24,Personal Travel,Eco,425,4,2,4,4,4,4,4,4,2,2,3,2,3,4,7,8.0,1
Male,Loyal Customer,31,Personal Travel,Eco,290,3,4,3,3,3,3,3,3,1,4,4,5,4,3,25,42.0,0
Male,Loyal Customer,53,Business travel,Business,570,1,1,5,1,2,4,5,4,4,4,4,5,4,4,5,4.0,1
Male,Loyal Customer,43,Personal Travel,Eco,246,4,1,4,3,3,4,3,3,4,4,4,4,3,3,0,0.0,1
Female,Loyal Customer,54,Personal Travel,Eco,1504,4,5,4,5,2,3,5,1,1,4,1,4,1,5,0,0.0,0
Male,Loyal Customer,27,Business travel,Eco Plus,192,5,1,1,1,5,5,5,5,1,2,1,3,4,5,0,0.0,1
Male,Loyal Customer,35,Personal Travel,Eco,1464,3,5,3,1,1,3,1,1,3,2,4,3,5,1,0,0.0,0
Female,Loyal Customer,58,Personal Travel,Eco,834,1,5,1,3,5,5,5,5,5,1,5,5,5,5,69,87.0,1
Male,Loyal Customer,64,Personal Travel,Eco,455,3,5,3,1,1,3,1,1,5,3,5,5,4,1,5,0.0,0
Male,Loyal Customer,24,Business travel,Business,1846,3,5,5,5,3,3,3,3,3,4,4,2,3,3,0,8.0,0
Male,Loyal Customer,36,Business travel,Eco,163,5,5,5,5,5,5,5,5,4,1,5,2,4,5,0,0.0,1
Female,Loyal Customer,54,Personal Travel,Eco,680,4,4,4,2,4,5,5,2,2,4,2,5,2,4,60,66.0,1
Male,Loyal Customer,51,Business travel,Business,3438,3,3,5,3,5,4,4,4,4,4,4,4,4,5,7,1.0,1
Male,Loyal Customer,45,Personal Travel,Business,793,4,1,4,3,3,3,4,2,2,4,2,1,2,4,0,29.0,0
Female,Loyal Customer,43,Business travel,Eco Plus,1440,2,3,3,3,5,3,2,2,2,2,2,1,2,2,0,0.0,0
Female,Loyal Customer,57,Business travel,Business,1096,2,2,2,2,3,5,4,3,3,3,3,3,3,3,0,0.0,0
Male,disloyal Customer,30,Business travel,Eco,864,1,1,1,1,2,1,2,2,2,2,2,3,1,2,0,0.0,0
Male,Loyal Customer,25,Business travel,Business,1722,2,5,4,5,2,3,2,2,1,5,3,2,2,2,22,19.0,0
Male,Loyal Customer,38,Business travel,Eco,826,5,1,1,1,5,5,5,5,1,4,4,5,4,5,2,5.0,1
Male,Loyal Customer,32,Business travel,Business,3092,1,4,4,4,1,2,1,1,3,5,2,4,2,1,0,0.0,0
Female,Loyal Customer,51,Business travel,Business,3049,1,3,3,3,4,2,2,1,1,1,1,2,1,1,0,0.0,0
Male,Loyal Customer,33,Business travel,Business,994,3,3,3,3,4,4,4,4,5,4,5,3,5,4,0,0.0,1
Female,Loyal Customer,38,Business travel,Eco,372,4,2,2,2,4,4,4,4,4,3,3,1,3,4,127,131.0,1
Male,Loyal Customer,56,Business travel,Eco Plus,1091,4,4,1,4,4,4,4,4,2,4,1,2,5,4,1,0.0,1
Female,disloyal Customer,26,Business travel,Eco,399,2,1,2,3,1,2,1,1,2,5,3,3,3,1,0,0.0,0
Female,Loyal Customer,53,Business travel,Business,2852,5,5,5,5,5,5,4,5,5,5,5,4,5,5,0,0.0,1
Male,Loyal Customer,53,Business travel,Eco,86,5,3,5,3,5,5,5,5,4,3,4,4,3,5,0,0.0,1
Male,Loyal Customer,9,Personal Travel,Eco,212,2,1,2,3,1,2,1,1,3,2,3,2,4,1,41,49.0,0
Male,disloyal Customer,25,Business travel,Eco,569,2,3,2,3,5,2,1,5,1,3,3,2,4,5,51,60.0,0
Female,Loyal Customer,9,Personal Travel,Eco,1121,1,1,1,2,3,1,3,3,1,2,2,1,2,3,0,4.0,0
Female,Loyal Customer,49,Personal Travel,Eco,1440,3,4,3,4,4,5,5,1,1,3,1,5,1,3,25,38.0,0
Male,Loyal Customer,36,Personal Travel,Eco,931,4,4,4,3,5,4,5,5,4,3,5,4,5,5,0,16.0,1
Female,Loyal Customer,19,Personal Travel,Eco,495,1,4,1,1,3,1,3,3,3,5,4,3,4,3,7,17.0,0
Female,Loyal Customer,63,Business travel,Eco,451,4,3,3,3,1,2,2,4,4,4,4,2,4,5,1,6.0,1
Female,disloyal Customer,34,Business travel,Eco,308,3,4,3,2,5,3,5,5,1,3,5,3,2,5,0,0.0,1
Female,Loyal Customer,61,Business travel,Business,109,4,5,5,5,2,3,4,4,4,4,4,4,4,1,0,0.0,1
Male,Loyal Customer,62,Personal Travel,Eco,366,3,5,3,3,1,3,1,1,5,3,4,3,5,1,0,0.0,0
Female,Loyal Customer,35,Business travel,Business,1024,4,2,1,2,4,3,2,4,4,4,4,3,4,1,0,0.0,0
Male,Loyal Customer,19,Personal Travel,Eco,236,3,3,0,3,1,0,1,1,2,3,4,2,3,1,0,0.0,0
Male,Loyal Customer,21,Personal Travel,Eco,980,3,4,3,4,3,2,2,2,3,3,3,2,2,2,190,0.0,0
Female,Loyal Customer,7,Personal Travel,Eco,761,2,5,2,1,5,2,5,5,4,5,4,5,4,5,37,26.0,1
Male,Loyal Customer,32,Personal Travel,Eco,1372,1,5,1,4,1,4,4,3,3,4,5,4,3,4,141,116.0,0
Male,Loyal Customer,59,Business travel,Business,794,2,2,2,2,2,4,4,5,5,5,5,4,5,5,0,0.0,1
Female,Loyal Customer,68,Personal Travel,Eco Plus,950,4,1,4,1,1,1,2,3,3,4,3,2,3,4,0,0.0,0
Male,Loyal Customer,47,Personal Travel,Eco,395,2,5,2,3,1,2,3,1,5,2,4,3,1,1,0,0.0,0
Male,Loyal Customer,64,Personal Travel,Eco,1728,4,1,4,3,1,4,1,1,3,1,3,2,4,1,18,24.0,0
Male,Loyal Customer,55,Business travel,Eco,235,5,3,3,3,4,5,4,4,2,1,3,2,2,4,127,128.0,1
Male,Loyal Customer,59,Business travel,Business,1589,5,5,5,5,3,1,1,4,4,4,4,1,4,2,0,0.0,0
Female,Loyal Customer,64,Personal Travel,Eco,120,3,5,3,2,1,1,4,1,1,3,1,1,1,3,0,0.0,0
Female,Loyal Customer,40,Business travel,Business,1325,4,4,4,4,3,4,5,5,5,5,5,5,5,3,0,20.0,1
Male,Loyal Customer,37,Business travel,Business,2547,3,3,3,3,2,5,4,5,5,5,4,4,5,3,0,0.0,1
Male,Loyal Customer,45,Business travel,Business,1597,2,5,3,5,4,2,3,2,2,2,2,4,2,1,1,0.0,0
Female,Loyal Customer,32,Business travel,Business,2999,2,2,2,2,4,4,4,4,3,4,5,3,4,4,28,11.0,1
Male,Loyal Customer,49,Business travel,Business,821,1,1,1,1,4,5,5,5,5,5,5,4,5,5,14,0.0,1
Male,Loyal Customer,35,Business travel,Business,833,4,4,4,4,3,4,5,4,4,4,4,3,4,4,0,0.0,1
Female,Loyal Customer,56,Business travel,Business,3687,2,2,1,2,2,5,4,4,4,5,4,5,4,5,1,2.0,1
Male,Loyal Customer,10,Personal Travel,Eco,544,4,4,4,4,1,4,1,1,3,2,5,3,3,1,0,0.0,0
Male,Loyal Customer,37,Business travel,Eco Plus,463,4,2,2,2,4,4,4,4,3,4,4,3,4,4,0,0.0,1
Male,Loyal Customer,26,Business travel,Business,3454,3,5,5,5,3,3,3,3,1,4,2,1,3,3,108,92.0,0
Male,Loyal Customer,48,Business travel,Eco,451,4,2,2,2,4,4,4,4,1,4,2,5,1,4,0,0.0,1
Female,Loyal Customer,41,Business travel,Business,2913,2,5,5,5,5,3,4,2,2,1,2,2,2,1,0,14.0,0
Male,Loyal Customer,58,Business travel,Business,2553,2,2,2,2,2,4,4,5,5,5,5,3,5,4,9,3.0,1
Female,disloyal Customer,25,Business travel,Business,1703,2,4,2,1,2,5,5,3,3,5,4,5,4,5,192,188.0,1
Female,Loyal Customer,51,Personal Travel,Eco,297,5,1,5,4,1,4,3,1,1,5,1,1,1,2,0,0.0,0
Male,Loyal Customer,31,Business travel,Business,413,4,4,4,4,4,4,4,4,4,1,3,1,1,4,6,2.0,1
Female,Loyal Customer,52,Business travel,Business,3554,2,2,2,2,5,5,5,4,4,4,4,4,4,3,7,1.0,1
Male,Loyal Customer,41,Business travel,Business,1124,5,5,5,5,3,4,5,5,5,5,5,4,5,5,0,3.0,1
Male,Loyal Customer,45,Business travel,Business,2475,4,4,4,4,2,2,2,5,4,4,3,2,1,2,35,176.0,0
Female,Loyal Customer,50,Business travel,Business,1882,2,5,5,5,4,2,3,2,2,2,2,3,2,3,0,0.0,0
Female,Loyal Customer,47,Business travel,Business,2212,5,1,5,5,5,1,3,5,5,5,5,1,5,5,0,0.0,1
Male,Loyal Customer,50,Business travel,Business,1437,4,4,4,4,2,5,5,4,4,4,4,4,4,5,0,21.0,1
Male,Loyal Customer,53,Business travel,Eco,1428,4,4,3,3,4,4,4,4,1,2,3,4,3,4,0,0.0,1
Female,Loyal Customer,38,Business travel,Business,787,2,2,2,2,4,4,3,2,2,2,2,2,2,4,51,53.0,0
